full_path,path,class
/Users/amirbajmukasev/PP-v5/dataset_random/2621.jpg,dataset_random/2621.jpg,brown bear
/Users/amirbajmukasev/PP-v5/dataset_random/5459.jpg,dataset_random/5459.jpg,brown bear
/Users/amirbajmukasev/PP-v5/dataset_random/8159.jpg,dataset_random/8159.jpg,brown bear
/Users/amirbajmukasev/PP-v5/dataset_random/6247.jpg,dataset_random/6247.jpg,brown bear
/Users/amirbajmukasev/PP-v5/dataset_random/4826.jpg,dataset_random/4826.jpg,brown bear
/Users/amirbajmukasev/PP-v5/dataset_random/5033.jpg,dataset_random/5033.jpg,brown bear
/Users/amirbajmukasev/PP-v5/dataset_random/1215.jpg,dataset_random/1215.jpg,brown bear
/Users/amirbajmukasev/PP-v5/dataset_random/3721.jpg,dataset_random/3721.jpg,brown bear
/Users/amirbajmukasev/PP-v5/dataset_random/4546.jpg,dataset_random/4546.jpg,brown bear
/Users/amirbajmukasev/PP-v5/dataset_random/8253.jpg,dataset_random/8253.jpg,brown bear
/Users/amirbajmukasev/PP-v5/dataset_random/212.jpg,dataset_random/212.jpg,brown bear
/Users/amirbajmukasev/PP-v5/dataset_random/5544.jpg,dataset_random/5544.jpg,brown bear
/Users/amirbajmukasev/PP-v5/dataset_random/2022.jpg,dataset_random/2022.jpg,brown bear
/Users/amirbajmukasev/PP-v5/dataset_random/5484.jpg,dataset_random/5484.jpg,brown bear
/Users/amirbajmukasev/PP-v5/dataset_random/7848.jpg,dataset_random/7848.jpg,brown bear
/Users/amirbajmukasev/PP-v5/dataset_random/6471.jpg,dataset_random/6471.jpg,brown bear
/Users/amirbajmukasev/PP-v5/dataset_random/8542.jpg,dataset_random/8542.jpg,brown bear
/Users/amirbajmukasev/PP-v5/dataset_random/9133.jpg,dataset_random/9133.jpg,brown bear
/Users/amirbajmukasev/PP-v5/dataset_random/8829.jpg,dataset_random/8829.jpg,brown bear
/Users/amirbajmukasev/PP-v5/dataset_random/7604.jpg,dataset_random/7604.jpg,brown bear
/Users/amirbajmukasev/PP-v5/dataset_random/4600.jpg,dataset_random/4600.jpg,brown bear
/Users/amirbajmukasev/PP-v5/dataset_random/7526.jpg,dataset_random/7526.jpg,brown bear
/Users/amirbajmukasev/PP-v5/dataset_random/6425.jpg,dataset_random/6425.jpg,brown bear
/Users/amirbajmukasev/PP-v5/dataset_random/2938.jpg,dataset_random/2938.jpg,brown bear
/Users/amirbajmukasev/PP-v5/dataset_random/5213.jpg,dataset_random/5213.jpg,brown bear
/Users/amirbajmukasev/PP-v5/dataset_random/8866.jpg,dataset_random/8866.jpg,brown bear
/Users/amirbajmukasev/PP-v5/dataset_random/4351.jpg,dataset_random/4351.jpg,brown bear
/Users/amirbajmukasev/PP-v5/dataset_random/9663.jpg,dataset_random/9663.jpg,brown bear
/Users/amirbajmukasev/PP-v5/dataset_random/8320.jpg,dataset_random/8320.jpg,brown bear
/Users/amirbajmukasev/PP-v5/dataset_random/2179.jpg,dataset_random/2179.jpg,brown bear
/Users/amirbajmukasev/PP-v5/dataset_random/1518.jpg,dataset_random/1518.jpg,brown bear
/Users/amirbajmukasev/PP-v5/dataset_random/7693.jpg,dataset_random/7693.jpg,brown bear
/Users/amirbajmukasev/PP-v5/dataset_random/1231.jpg,dataset_random/1231.jpg,brown bear
/Users/amirbajmukasev/PP-v5/dataset_random/1962.jpg,dataset_random/1962.jpg,brown bear
/Users/amirbajmukasev/PP-v5/dataset_random/9504.jpg,dataset_random/9504.jpg,brown bear
/Users/amirbajmukasev/PP-v5/dataset_random/6535.jpg,dataset_random/6535.jpg,brown bear
/Users/amirbajmukasev/PP-v5/dataset_random/5896.jpg,dataset_random/5896.jpg,brown bear
/Users/amirbajmukasev/PP-v5/dataset_random/8611.jpg,dataset_random/8611.jpg,brown bear
/Users/amirbajmukasev/PP-v5/dataset_random/9767.jpg,dataset_random/9767.jpg,brown bear
/Users/amirbajmukasev/PP-v5/dataset_random/5.jpg,dataset_random/5.jpg,brown bear
/Users/amirbajmukasev/PP-v5/dataset_random/4950.jpg,dataset_random/4950.jpg,brown bear
/Users/amirbajmukasev/PP-v5/dataset_random/5283.jpg,dataset_random/5283.jpg,brown bear
/Users/amirbajmukasev/PP-v5/dataset_random/6797.jpg,dataset_random/6797.jpg,brown bear
/Users/amirbajmukasev/PP-v5/dataset_random/240.jpg,dataset_random/240.jpg,brown bear
/Users/amirbajmukasev/PP-v5/dataset_random/5934.jpg,dataset_random/5934.jpg,brown bear
/Users/amirbajmukasev/PP-v5/dataset_random/402.jpg,dataset_random/402.jpg,brown bear
/Users/amirbajmukasev/PP-v5/dataset_random/9725.jpg,dataset_random/9725.jpg,brown bear
/Users/amirbajmukasev/PP-v5/dataset_random/366.jpg,dataset_random/366.jpg,brown bear
/Users/amirbajmukasev/PP-v5/dataset_random/135.jpg,dataset_random/135.jpg,brown bear
/Users/amirbajmukasev/PP-v5/dataset_random/2447.jpg,dataset_random/2447.jpg,brown bear
/Users/amirbajmukasev/PP-v5/dataset_random/7683.jpg,dataset_random/7683.jpg,brown bear
/Users/amirbajmukasev/PP-v5/dataset_random/8265.jpg,dataset_random/8265.jpg,brown bear
/Users/amirbajmukasev/PP-v5/dataset_random/2396.jpg,dataset_random/2396.jpg,brown bear
/Users/amirbajmukasev/PP-v5/dataset_random/8512.jpg,dataset_random/8512.jpg,brown bear
/Users/amirbajmukasev/PP-v5/dataset_random/122.jpg,dataset_random/122.jpg,brown bear
/Users/amirbajmukasev/PP-v5/dataset_random/344.jpg,dataset_random/344.jpg,brown bear
/Users/amirbajmukasev/PP-v5/dataset_random/9400.jpg,dataset_random/9400.jpg,brown bear
/Users/amirbajmukasev/PP-v5/dataset_random/2646.jpg,dataset_random/2646.jpg,brown bear
/Users/amirbajmukasev/PP-v5/dataset_random/3661.jpg,dataset_random/3661.jpg,brown bear
/Users/amirbajmukasev/PP-v5/dataset_random/2298.jpg,dataset_random/2298.jpg,brown bear
/Users/amirbajmukasev/PP-v5/dataset_random/5111.jpg,dataset_random/5111.jpg,brown bear
/Users/amirbajmukasev/PP-v5/dataset_random/6001.jpg,dataset_random/6001.jpg,brown bear
/Users/amirbajmukasev/PP-v5/dataset_random/7964.jpg,dataset_random/7964.jpg,brown bear
/Users/amirbajmukasev/PP-v5/dataset_random/1926.jpg,dataset_random/1926.jpg,brown bear
/Users/amirbajmukasev/PP-v5/dataset_random/1667.jpg,dataset_random/1667.jpg,brown bear
/Users/amirbajmukasev/PP-v5/dataset_random/4472.jpg,dataset_random/4472.jpg,brown bear
/Users/amirbajmukasev/PP-v5/dataset_random/3804.jpg,dataset_random/3804.jpg,brown bear
/Users/amirbajmukasev/PP-v5/dataset_random/8516.jpg,dataset_random/8516.jpg,brown bear
/Users/amirbajmukasev/PP-v5/dataset_random/3416.jpg,dataset_random/3416.jpg,brown bear
/Users/amirbajmukasev/PP-v5/dataset_random/2575.jpg,dataset_random/2575.jpg,brown bear
/Users/amirbajmukasev/PP-v5/dataset_random/7948.jpg,dataset_random/7948.jpg,brown bear
/Users/amirbajmukasev/PP-v5/dataset_random/235.jpg,dataset_random/235.jpg,brown bear
/Users/amirbajmukasev/PP-v5/dataset_random/8894.jpg,dataset_random/8894.jpg,brown bear
/Users/amirbajmukasev/PP-v5/dataset_random/5812.jpg,dataset_random/5812.jpg,brown bear
/Users/amirbajmukasev/PP-v5/dataset_random/425.jpg,dataset_random/425.jpg,brown bear
/Users/amirbajmukasev/PP-v5/dataset_random/1683.jpg,dataset_random/1683.jpg,brown bear
